Date,Category,Payment Mode,Description,Amount Paid,Cashback,Month
2023-05-14,Healthcare,Online,Optician eyewear purchase,146.06,14.61,May
2023-05-04,Food,Cash,Dinner at Italian restaurant,297.71,44.66,May
2023-05-11,Transportation,Online,Taxi fare,434.3,43.43,May
2023-05-11,Subscriptions,CardTransaction,LinkedIn,338.32,16.92,May
2023-05-17,Food,CardTransaction,Pizza order,167.56,8.38,May
2023-05-19,Healthcare,Cash,Optician eyewear purchase,45.52,6.83,May
2023-05-13,Groceries,Online,Kitchen items,327.74,32.77,May
2023-05-21,Groceries,Netbanking,Kitchen items,438.99,21.95,May
2023-05-13,Groceries,Netbanking,Dairy products,417.22,20.86,May
2023-05-11,Entertainment,CardTransaction,Movie theater ticket,118.55,5.93,May
2023-05-30,Subscriptions,UPI,Netflix,349.83,17.49,May
2023-05-27,Food,Netbanking,Pizza order,94.98,4.75,May
2023-05-01,Groceries,CardTransaction,Dairy products,494.99,24.75,May
2023-05-30,Subscriptions,Cash,Netflix,155.4,23.31,May
2023-05-26,Transportation,Netbanking,Ride-sharing service payment,181.64,9.08,May
2023-05-20,Entertainment,Cash,Concert ticket purchase,469.57,70.44,May
2023-05-04,Transportation,Online,Gas station refill,161.21,16.12,May
2023-05-27,Food,Online,Dinner at Italian restaurant,165.37,16.54,May
2023-05-12,Healthcare,Netbanking,Optician eyewear purchase,472.67,23.63,May
2023-05-06,Food,UPI,Pizza order,38.72,1.94,May
2023-05-29,Groceries,Netbanking,Snacks and Drinks,117.49,5.87,May
2023-05-01,Healthcare,Cash,Health insurance premium,134.55,20.18,May
2023-05-10,Healthcare,Cash,Pharmacy medication purchase,432.5,64.88,May
2023-05-20,Healthcare,UPI,Doctor consultation fee,194.33,9.72,May
2023-05-27,Groceries,CardTransaction,Kitchen items,53.95,2.7,May
2023-05-02,Food,Cash,Bakery purchase,396.53,59.48,May
2023-05-09,Groceries,CardTransaction,Snacks and Drinks,165.17,8.26,May
2023-05-19,Subscriptions,Cash,Disney Hotstar,78.18,11.73,May
2023-05-25,Food,CardTransaction,Pizza order,114.17,5.71,May
2023-05-10,Entertainment,Netbanking,Movie theater ticket,211.7,10.59,May
2023-05-10,Bills,CardTransaction,Internet service provider charge,401.52,20.08,May
2023-05-11,Food,Online,Bakery purchase,47.16,4.72,May
2023-05-17,Food,Cash,Grocery shopping at local market,144.8,21.72,May
2023-05-05,Groceries,Cash,Cooking Essentials,468.29,70.24,May
2023-05-29,Transportation,Cash,Ride-sharing service payment,92.94,13.94,May
2023-05-24,Subscriptions,Cash,Disney Hotstar,107.17,16.08,May
2023-05-19,Groceries,Cash,Cooking Essentials,146.0,21.9,May
2023-05-11,Bills,Netbanking,Mobile phone bill,89.13,4.46,May
2023-05-28,Subscriptions,CardTransaction,Spotify,282.69,14.13,May
2023-05-11,Transportation,UPI,Gas station refill,495.98,24.8,May
2023-05-17,Food,UPI,Coffee at cafe,130.31,6.52,May
2023-05-20,Groceries,UPI,Meat and fish,324.66,16.23,May
2023-05-07,Groceries,UPI,Snacks and Drinks,70.18,3.51,May
2023-05-03,Food,CardTransaction,Grocery shopping at local market,185.91,9.3,May
2023-05-12,Entertainment,Netbanking,Bookstore purchase,38.57,1.93,May
2023-05-24,Groceries,Netbanking,Meat and fish,224.76,11.24,May
2023-05-19,Bills,Netbanking,Electricity bill payment,461.64,23.08,May
2023-05-18,Transportation,CardTransaction,Train ticket to downtown,312.7,15.63,May
2023-05-18,Entertainment,Netbanking,Bookstore purchase,244.9,12.25,May
2023-05-04,Bills,UPI,Electricity bill payment,132.17,6.61,May
2023-05-03,Bills,Netbanking,Cable TV subscription,171.4,8.57,May
2023-05-06,Groceries,Online,Snacks and Drinks,137.09,13.71,May
2023-05-18,Transportation,CardTransaction,Taxi fare,16.48,0.82,May
2023-05-15,Bills,UPI,Internet service provider charge,248.55,12.43,May
2023-05-14,Groceries,Online,Cooking Essentials,235.1,23.51,May
2023-05-15,Transportation,Online,Monthly bus pass,461.23,46.12,May
2023-05-02,Entertainment,Netbanking,Concert ticket purchase,173.31,8.67,May
2023-05-09,Bills,Cash,Mobile phone bill,124.95,18.74,May
2023-05-31,Groceries,UPI,Cooking Essentials,26.35,1.32,May
2023-05-14,Subscriptions,Online,Disney Hotstar,311.19,31.12,May
2023-05-15,Transportation,Cash,Taxi fare,160.6,24.09,May
2023-05-29,Food,UPI,Bakery purchase,442.64,22.13,May
2023-05-04,Food,Netbanking,Grocery shopping at local market,395.53,19.78,May
2023-05-24,Transportation,Online,Ride-sharing service payment,82.37,8.24,May
2023-05-12,Groceries,Online,Snacks and Drinks,110.68,11.07,May
2023-05-27,Subscriptions,Online,Disney Hotstar,172.34,17.23,May
2023-05-03,Bills,Netbanking,Mobile phone bill,257.26,12.86,May
2023-05-10,Groceries,Netbanking,Meat and fish,37.05,1.85,May
2023-05-29,Transportation,Online,Monthly bus pass,320.68,32.07,May
2023-05-21,Healthcare,Cash,Optician eyewear purchase,461.32,69.2,May
2023-05-23,Healthcare,CardTransaction,Health insurance premium,422.17,21.11,May
2023-05-17,Entertainment,Cash,Streaming service subscription,62.63,9.39,May
2023-05-10,Subscriptions,UPI,Disney Hotstar,101.97,5.1,May
2023-05-06,Groceries,Online,Snacks and Drinks,229.49,22.95,May
2023-05-14,Healthcare,Netbanking,Pharmacy medication purchase,270.9,13.54,May
2023-05-28,Bills,UPI,Internet service provider charge,447.6,22.38,May
2023-05-06,Entertainment,CardTransaction,Movie theater ticket,34.81,1.74,May
2023-05-07,Subscriptions,Cash,Netflix,172.49,25.87,May
2023-05-19,Healthcare,UPI,Dental clinic payment,392.15,19.61,May
2023-05-30,Transportation,Netbanking,Ride-sharing service payment,171.94,8.6,May
2023-05-20,Healthcare,CardTransaction,Optician eyewear purchase,107.3,5.37,May
2023-05-29,Groceries,Online,Cooking Essentials,383.84,38.38,May
2023-05-13,Food,UPI,Coffee at cafe,252.01,12.6,May
2023-05-10,Groceries,Netbanking,Meat and fish,204.87,10.24,May
2023-05-01,Healthcare,CardTransaction,Dental clinic payment,303.15,15.16,May
2023-05-07,Subscriptions,Online,Disney Hotstar,12.3,1.23,May
2023-05-06,Healthcare,Cash,Pharmacy medication purchase,294.23,44.13,May
2023-05-21,Entertainment,Cash,Movie theater ticket,169.56,25.43,May
2023-05-10,Healthcare,Cash,Pharmacy medication purchase,285.13,42.77,May
2023-05-28,Bills,Online,Cable TV subscription,443.7,44.37,May
2023-05-01,Subscriptions,CardTransaction,Netflix,58.51,2.93,May
2023-05-31,Bills,Cash,Water utility bill,189.44,28.42,May
2023-05-22,Food,UPI,Pizza order,421.48,21.07,May
2023-05-31,Groceries,Netbanking,Dairy products,122.74,6.14,May
2023-05-05,Entertainment,CardTransaction,Streaming service subscription,158.49,7.92,May
2023-05-31,Bills,Netbanking,Mobile phone bill,368.54,18.43,May
2023-05-22,Bills,UPI,Mobile phone bill,454.25,22.71,May
2023-05-19,Transportation,UPI,Ride-sharing service payment,432.86,21.64,May
2023-05-25,Entertainment,CardTransaction,Movie theater ticket,352.82,17.64,May
2023-05-18,Transportation,Netbanking,Ride-sharing service payment,11.5,0.58,May
2023-05-10,Transportation,Cash,Ride-sharing service payment,228.35,34.25,May
2023-05-26,Transportation,Cash,Train ticket to downtown,54.58,8.19,May
2023-05-12,Bills,Cash,Mobile phone bill,143.86,21.58,May
2023-05-23,Food,Cash,Coffee at cafe,451.26,67.69,May
2023-05-11,Food,CardTransaction,Grocery shopping at local market,56.08,2.8,May
2023-05-21,Transportation,Cash,Train ticket to downtown,102.06,15.31,May
2023-05-24,Groceries,Cash,Meat and fish,163.62,24.54,May
2023-05-27,Subscriptions,Cash,Disney Hotstar,170.51,25.58,May
2023-05-10,Food,Online,Coffee at cafe,278.48,27.85,May
2023-05-23,Food,Netbanking,Bakery purchase,76.29,3.81,May
2023-05-19,Food,CardTransaction,Coffee at cafe,50.72,2.54,May
2023-05-07,Entertainment,Netbanking,Streaming service subscription,476.81,23.84,May
2023-05-25,Groceries,Online,Snacks and Drinks,492.75,49.28,May
2023-05-23,Subscriptions,UPI,Spotify,262.77,13.14,May
2023-05-28,Transportation,Netbanking,Taxi fare,193.45,9.67,May
2023-05-22,Bills,Online,Water utility bill,72.75,7.28,May
2023-05-11,Groceries,Online,Snacks and Drinks,349.63,34.96,May
2023-05-01,Bills,UPI,Cable TV subscription,419.86,20.99,May
2023-05-08,Healthcare,UPI,Dental clinic payment,375.37,18.77,May
2023-05-15,Subscriptions,CardTransaction,Amazon Prime Membership,453.94,22.7,May
2023-05-06,Bills,CardTransaction,Water utility bill,56.55,2.83,May
2023-05-14,Healthcare,UPI,Dental clinic payment,367.36,18.37,May
2023-06-01,Bills,Netbanking,Water utility bill,216.84,10.84,June
2023-06-26,Transportation,Netbanking,Train ticket to downtown,198.72,9.94,June
2023-06-23,Subscriptions,Cash,Spotify,56.92,8.54,June
2023-06-05,Entertainment,Online,Concert ticket purchase,366.37,36.64,June
2023-06-02,Entertainment,CardTransaction,Concert ticket purchase,53.58,2.68,June
2023-06-19,Healthcare,CardTransaction,Pharmacy medication purchase,409.37,20.47,June
2023-06-15,Entertainment,CardTransaction,Concert ticket purchase,487.79,24.39,June
2023-06-09,Bills,Online,Electricity bill payment,307.92,30.79,June
2023-06-15,Entertainment,Online,Bookstore purchase,52.69,5.27,June
2023-06-23,Food,Cash,Grocery shopping at local market,376.46,56.47,June
2023-06-18,Food,Netbanking,Grocery shopping at local market,418.25,20.91,June
2023-06-18,Subscriptions,UPI,Amazon Prime Membership,499.39,24.97,June
2023-06-02,Food,Cash,Coffee at cafe,278.5,41.77,June
2023-06-08,Subscriptions,Online,Disney Hotstar,373.69,37.37,June
2023-06-16,Transportation,Netbanking,Taxi fare,112.89,5.64,June
2023-06-09,Groceries,CardTransaction,Kitchen items,296.34,14.82,June
2023-06-25,Transportation,Cash,Taxi fare,346.73,52.01,June
2023-06-23,Transportation,CardTransaction,Gas station refill,123.33,6.17,June
2023-06-19,Entertainment,Netbanking,Streaming service subscription,125.37,6.27,June
2023-06-04,Healthcare,CardTransaction,Pharmacy medication purchase,171.9,8.6,June
2023-06-27,Transportation,Cash,Gas station refill,51.37,7.71,June
2023-06-30,Transportation,Netbanking,Taxi fare,254.4,12.72,June
2023-06-14,Food,Cash,Grocery shopping at local market,349.85,52.48,June
2023-06-30,Healthcare,Online,Optician eyewear purchase,199.47,19.95,June
2023-06-10,Groceries,UPI,Snacks and Drinks,466.82,23.34,June
2023-06-22,Bills,Online,Cable TV subscription,427.38,42.74,June
2023-06-07,Food,Cash,Grocery shopping at local market,215.98,32.4,June
2023-06-16,Transportation,Online,Gas station refill,233.12,23.31,June
2023-06-23,Entertainment,UPI,Streaming service subscription,64.6,3.23,June
2023-06-18,Healthcare,UPI,Doctor consultation fee,146.02,7.3,June
2023-06-01,Food,CardTransaction,Dinner at Italian restaurant,115.06,5.75,June
2023-06-26,Healthcare,Cash,Optician eyewear purchase,375.19,56.28,June
2023-06-23,Bills,CardTransaction,Internet service provider charge,482.23,24.11,June
2023-06-04,Food,UPI,Coffee at cafe,176.27,8.81,June
2023-06-11,Healthcare,Netbanking,Doctor consultation fee,22.68,1.13,June
2023-06-30,Entertainment,Netbanking,Concert ticket purchase,21.97,1.1,June
2023-06-27,Transportation,CardTransaction,Train ticket to downtown,383.27,19.16,June
2023-06-29,Transportation,Netbanking,Monthly bus pass,325.67,16.28,June
2023-06-05,Groceries,Netbanking,Snacks and Drinks,97.8,4.89,June
2023-06-26,Bills,Cash,Water utility bill,29.1,4.37,June
2023-06-28,Bills,Cash,Water utility bill,433.06,64.96,June
2023-06-28,Transportation,Online,Ride-sharing service payment,456.22,45.62,June
2023-06-22,Subscriptions,Netbanking,Amazon Prime Membership,440.8,22.04,June
2023-06-07,Healthcare,CardTransaction,Dental clinic payment,340.26,17.01,June
2023-06-20,Subscriptions,Cash,Netflix,290.95,43.64,June
2023-06-08,Subscriptions,CardTransaction,Disney Hotstar,88.18,4.41,June
2023-06-16,Groceries,UPI,Snacks and Drinks,299.27,14.96,June
2023-06-26,Groceries,CardTransaction,Dairy products,26.69,1.33,June
2023-06-24,Transportation,Cash,Taxi fare,363.18,54.48,June
2023-06-07,Food,UPI,Coffee at cafe,269.6,13.48,June
2023-06-08,Groceries,UPI,Meat and fish,112.47,5.62,June
2023-06-13,Subscriptions,Online,Disney Hotstar,366.65,36.66,June
2023-06-25,Groceries,Online,Meat and fish,75.91,7.59,June
2023-06-05,Entertainment,Cash,Bookstore purchase,175.51,26.33,June
2023-06-26,Groceries,Netbanking,Snacks and Drinks,95.32,4.77,June
2023-06-29,Subscriptions,Online,Spotify,13.79,1.38,June
2023-06-10,Food,CardTransaction,Grocery shopping at local market,10.08,0.5,June
2023-06-29,Food,Cash,Bakery purchase,410.14,61.52,June
2023-06-25,Transportation,CardTransaction,Gas station refill,160.63,8.03,June
2023-06-27,Subscriptions,Online,Disney Hotstar,422.57,42.26,June
2023-06-12,Subscriptions,Netbanking,Disney Hotstar,142.68,7.13,June
2023-06-04,Healthcare,CardTransaction,Pharmacy medication purchase,161.79,8.09,June
2023-06-16,Healthcare,CardTransaction,Health insurance premium,365.02,18.25,June
2023-06-22,Bills,Netbanking,Cable TV subscription,267.75,13.39,June
2023-06-19,Bills,Netbanking,Cable TV subscription,374.4,18.72,June
2023-06-16,Subscriptions,UPI,LinkedIn,261.31,13.07,June
2023-06-06,Bills,Netbanking,Water utility bill,272.74,13.64,June
2023-06-03,Healthcare,CardTransaction,Optician eyewear purchase,453.79,22.69,June
2023-06-18,Groceries,CardTransaction,Snacks and Drinks,221.54,11.08,June
2023-06-08,Entertainment,Cash,Amusement park entry fee,379.97,57.0,June
2023-06-24,Transportation,CardTransaction,Taxi fare,107.32,5.37,June
2023-06-19,Bills,CardTransaction,Mobile phone bill,330.7,16.54,June
2023-06-02,Healthcare,UPI,Optician eyewear purchase,130.8,6.54,June
2023-06-23,Subscriptions,Online,Disney Hotstar,34.3,3.43,June
2023-06-15,Subscriptions,UPI,Disney Hotstar,463.52,23.18,June
2023-06-15,Subscriptions,UPI,LinkedIn,486.04,24.3,June
2023-06-23,Transportation,Cash,Ride-sharing service payment,466.75,70.01,June
2023-06-01,Healthcare,UPI,Dental clinic payment,301.36,15.07,June
2023-06-06,Bills,CardTransaction,Cable TV subscription,115.15,5.76,June
2023-06-24,Entertainment,Cash,Bookstore purchase,51.84,7.78,June
2023-06-24,Transportation,CardTransaction,Taxi fare,442.65,22.13,June
2023-06-19,Bills,Online,Mobile phone bill,159.88,15.99,June
2023-06-20,Transportation,Cash,Ride-sharing service payment,386.65,58.0,June
2023-06-27,Bills,UPI,Cable TV subscription,363.04,18.15,June
2023-06-01,Healthcare,Online,Optician eyewear purchase,147.54,14.75,June
2023-06-15,Bills,Netbanking,Water utility bill,132.35,6.62,June
2023-06-13,Healthcare,Netbanking,Dental clinic payment,81.91,4.1,June
2023-06-27,Groceries,Online,Kitchen items,223.06,22.31,June
2023-06-19,Food,Cash,Bakery purchase,465.64,69.85,June
2023-06-07,Food,Cash,Dinner at Italian restaurant,384.46,57.67,June
2023-06-26,Healthcare,UPI,Optician eyewear purchase,140.1,7.0,June
2023-06-26,Food,Cash,Pizza order,493.27,73.99,June
2023-06-07,Transportation,Online,Taxi fare,495.54,49.55,June
2023-06-21,Subscriptions,UPI,Disney Hotstar,299.76,14.99,June
2023-06-27,Subscriptions,Cash,Spotify,354.07,53.11,June
2023-06-24,Transportation,Online,Gas station refill,56.82,5.68,June
2023-06-07,Food,CardTransaction,Pizza order,201.27,10.06,June
2023-06-12,Bills,UPI,Cable TV subscription,380.38,19.02,June
2023-06-09,Entertainment,Cash,Streaming service subscription,373.19,55.98,June
2023-06-23,Healthcare,Cash,Dental clinic payment,388.38,58.26,June
2023-06-01,Transportation,Netbanking,Taxi fare,287.01,14.35,June
2023-06-10,Transportation,Netbanking,Train ticket to downtown,216.14,10.81,June
2023-06-07,Bills,Cash,Cable TV subscription,288.33,43.25,June
2023-06-27,Bills,Cash,Cable TV subscription,270.78,40.62,June
2023-06-08,Healthcare,UPI,Health insurance premium,74.09,3.7,June
2023-06-13,Bills,Cash,Water utility bill,289.68,43.45,June
2023-06-24,Subscriptions,Netbanking,Spotify,395.48,19.77,June
2023-06-20,Entertainment,UPI,Movie theater ticket,292.65,14.63,June
2023-06-16,Healthcare,Cash,Pharmacy medication purchase,271.99,40.8,June
2023-06-18,Groceries,Online,Cooking Essentials,125.66,12.57,June
2023-06-15,Groceries,Cash,Snacks and Drinks,405.83,60.87,June
2023-06-24,Entertainment,Cash,Bookstore purchase,429.66,64.45,June
2023-06-03,Food,CardTransaction,Bakery purchase,123.02,6.15,June
2023-06-12,Healthcare,Netbanking,Dental clinic payment,403.45,20.17,June
2023-06-01,Bills,Cash,Electricity bill payment,446.48,66.97,June
2023-06-01,Bills,CardTransaction,Internet service provider charge,407.98,20.4,June
2023-06-05,Bills,Online,Internet service provider charge,276.6,27.66,June
2023-06-01,Subscriptions,Online,Disney Hotstar,163.39,16.34,June
2023-06-30,Entertainment,CardTransaction,Streaming service subscription,242.4,12.12,June
2023-06-04,Food,UPI,Pizza order,205.93,10.3,June
2023-06-13,Transportation,UPI,Train ticket to downtown,136.18,6.81,June
2023-06-18,Entertainment,Netbanking,Streaming service subscription,43.75,2.19,June
2023-06-24,Entertainment,CardTransaction,Concert ticket purchase,42.34,2.12,June
2023-06-13,Transportation,Netbanking,Gas station refill,260.89,13.04,June
2023-06-25,Subscriptions,Online,Amazon Prime Membership,58.01,5.8,June
2023-06-12,Groceries,Netbanking,Meat and fish,52.18,2.61,June
2023-06-13,Bills,Netbanking,Mobile phone bill,312.06,15.6,June
2023-06-29,Bills,Netbanking,Water utility bill,415.76,20.79,June
2023-06-05,Transportation,Online,Taxi fare,397.59,39.76,June
2023-06-16,Groceries,UPI,Kitchen items,466.67,23.33,June
2023-06-04,Groceries,Netbanking,Cooking Essentials,334.66,16.73,June
2023-06-05,Transportation,UPI,Train ticket to downtown,114.49,5.72,June
2023-06-22,Bills,CardTransaction,Cable TV subscription,351.2,17.56,June
2023-06-24,Groceries,Netbanking,Snacks and Drinks,27.19,1.36,June
2023-06-29,Bills,Cash,Cable TV subscription,298.84,44.83,June
2023-06-28,Entertainment,CardTransaction,Streaming service subscription,307.63,15.38,June
2023-06-03,Groceries,UPI,Cooking Essentials,286.41,14.32,June
2023-06-17,Transportation,Online,Taxi fare,106.17,10.62,June
2023-06-30,Transportation,Cash,Monthly bus pass,264.87,39.73,June
2023-06-09,Subscriptions,Cash,Amazon Prime Membership,462.82,69.42,June
2023-06-06,Healthcare,Cash,Optician eyewear purchase,236.2,35.43,June
2023-06-20,Subscriptions,CardTransaction,Disney Hotstar,442.8,22.14,June
2023-06-22,Healthcare,Cash,Optician eyewear purchase,431.83,64.77,June
2023-06-28,Food,UPI,Coffee at cafe,225.88,11.29,June
2023-06-05,Bills,Cash,Cable TV subscription,449.58,67.44,June
2023-06-23,Bills,UPI,Electricity bill payment,474.13,23.71,June
2023-06-10,Entertainment,Netbanking,Streaming service subscription,239.06,11.95,June
2023-06-13,Bills,CardTransaction,Internet service provider charge,418.89,20.94,June
2023-06-09,Bills,Online,Electricity bill payment,181.27,18.13,June
2023-06-13,Entertainment,CardTransaction,Streaming service subscription,256.96,12.85,June
2023-06-15,Healthcare,UPI,Pharmacy medication purchase,469.66,23.48,June
2023-06-27,Healthcare,Online,Optician eyewear purchase,27.64,2.76,June
2023-06-28,Groceries,CardTransaction,Dairy products,431.5,21.58,June
2023-06-25,Groceries,Online,Dairy products,442.55,44.26,June
2023-06-02,Bills,Cash,Mobile phone bill,233.56,35.03,June
2023-06-05,Transportation,CardTransaction,Taxi fare,148.34,7.42,June
2023-06-09,Food,CardTransaction,Pizza order,259.08,12.95,June
2023-06-13,Bills,CardTransaction,Electricity bill payment,81.84,4.09,June
2023-06-23,Food,UPI,Grocery shopping at local market,123.03,6.15,June
2023-06-28,Entertainment,UPI,Streaming service subscription,222.5,11.12,June
2023-06-24,Bills,CardTransaction,Internet service provider charge,67.63,3.38,June
2023-06-05,Subscriptions,Cash,Disney Hotstar,122.73,18.41,June
2023-06-14,Bills,Netbanking,Internet service provider charge,144.19,7.21,June
2023-06-26,Bills,UPI,Water utility bill,145.86,7.29,June
2023-06-29,Food,CardTransaction,Bakery purchase,306.02,15.3,June
2023-06-28,Entertainment,Cash,Bookstore purchase,238.33,35.75,June
2023-06-16,Transportation,UPI,Ride-sharing service payment,46.51,2.33,June
2023-06-15,Healthcare,UPI,Health insurance premium,174.89,8.74,June
2023-06-15,Healthcare,CardTransaction,Pharmacy medication purchase,188.03,9.4,June
2023-06-24,Transportation,Netbanking,Gas station refill,254.44,12.72,June
2023-06-18,Subscriptions,CardTransaction,Netflix,445.39,22.27,June
2023-06-19,Groceries,Cash,Cooking Essentials,296.73,44.51,June
2023-06-01,Healthcare,Cash,Pharmacy medication purchase,241.91,36.29,June
2023-06-30,Food,UPI,Bakery purchase,479.86,23.99,June
2023-06-04,Transportation,CardTransaction,Gas station refill,449.69,22.48,June
2023-06-01,Groceries,UPI,Cooking Essentials,230.57,11.53,June
2023-06-01,Transportation,CardTransaction,Taxi fare,287.6,14.38,June
2023-06-17,Bills,Netbanking,Cable TV subscription,341.61,17.08,June
2023-06-12,Bills,Online,Internet service provider charge,211.94,21.19,June
2023-06-12,Food,UPI,Pizza order,192.29,9.61,June
2023-07-18,Entertainment,Online,Amusement park entry fee,488.88,48.89,July
2023-07-02,Groceries,CardTransaction,Dairy products,431.75,21.59,July
2023-07-28,Transportation,CardTransaction,Ride-sharing service payment,229.81,11.49,July
2023-07-07,Groceries,UPI,Meat and fish,228.54,11.43,July
2023-07-27,Transportation,CardTransaction,Gas station refill,198.04,9.9,July
2023-07-08,Entertainment,CardTransaction,Streaming service subscription,245.75,12.29,July
2023-07-26,Groceries,Cash,Dairy products,215.93,32.39,July
2023-07-28,Entertainment,CardTransaction,Bookstore purchase,284.31,14.22,July
2023-07-29,Bills,Online,Internet service provider charge,336.85,33.69,July
2023-07-09,Subscriptions,Cash,Disney Hotstar,24.49,3.67,July
2023-07-03,Groceries,CardTransaction,Dairy products,41.93,2.1,July
2023-07-02,Subscriptions,UPI,Amazon Prime Membership,241.49,12.07,July
2023-07-07,Food,Cash,Pizza order,14.84,2.23,July
2023-07-12,Subscriptions,Netbanking,Spotify,49.95,2.5,July
2023-07-21,Bills,UPI,Water utility bill,486.63,24.33,July
2023-07-20,Subscriptions,UPI,Disney Hotstar,78.79,3.94,July
2023-07-01,Healthcare,Online,Pharmacy medication purchase,208.71,20.87,July
2023-07-10,Bills,UPI,Water utility bill,278.22,13.91,July
2023-07-28,Bills,UPI,Water utility bill,112.76,5.64,July
2023-07-07,Entertainment,UPI,Bookstore purchase,384.97,19.25,July
2023-07-04,Transportation,UPI,Taxi fare,189.48,9.47,July
2023-07-27,Healthcare,CardTransaction,Dental clinic payment,491.79,24.59,July
2023-07-07,Entertainment,Online,Amusement park entry fee,224.83,22.48,July
2023-07-09,Healthcare,Netbanking,Optician eyewear purchase,463.14,23.16,July
2023-07-23,Bills,Online,Internet service provider charge,438.06,43.81,July
2023-07-17,Food,Cash,Bakery purchase,94.98,14.25,July
2023-07-12,Groceries,UPI,Dairy products,462.4,23.12,July
2023-07-26,Healthcare,Cash,Dental clinic payment,495.86,74.38,July
2023-07-15,Bills,CardTransaction,Internet service provider charge,315.47,15.77,July
2023-07-05,Bills,Netbanking,Cable TV subscription,236.16,11.81,July
2023-07-03,Entertainment,Netbanking,Concert ticket purchase,405.14,20.26,July
2023-07-03,Bills,Cash,Cable TV subscription,292.07,43.81,July
2023-07-26,Healthcare,UPI,Dental clinic payment,397.22,19.86,July
2023-07-08,Entertainment,Cash,Bookstore purchase,119.75,17.96,July
2023-07-05,Groceries,Online,Cooking Essentials,229.67,22.97,July
2023-07-03,Transportation,CardTransaction,Monthly bus pass,53.99,2.7,July
2023-07-16,Groceries,Online,Snacks and Drinks,123.21,12.32,July
2023-07-09,Food,Online,Grocery shopping at local market,139.42,13.94,July
2023-07-25,Subscriptions,Online,Amazon Prime Membership,223.01,22.3,July
2023-07-31,Healthcare,CardTransaction,Health insurance premium,481.79,24.09,July
2023-07-30,Healthcare,Online,Pharmacy medication purchase,375.68,37.57,July
2023-07-07,Subscriptions,CardTransaction,Disney Hotstar,240.17,12.01,July
2023-07-06,Transportation,Cash,Train ticket to downtown,210.78,31.62,July
2023-07-13,Food,Cash,Bakery purchase,332.45,49.87,July
2023-07-08,Bills,UPI,Internet service provider charge,107.26,5.36,July
2023-07-14,Food,Netbanking,Pizza order,426.0,21.3,July
2023-07-27,Food,UPI,Pizza order,409.49,20.47,July
2023-07-06,Food,Netbanking,Pizza order,419.99,21.0,July
2023-07-12,Food,CardTransaction,Dinner at Italian restaurant,495.08,24.75,July
2023-07-04,Groceries,Cash,Dairy products,370.9,55.63,July
2023-07-29,Subscriptions,Cash,Amazon Prime Membership,453.53,68.03,July
2023-07-06,Subscriptions,Cash,Spotify,46.66,7.0,July
2023-07-16,Groceries,Netbanking,Kitchen items,81.04,4.05,July
2023-07-11,Subscriptions,Netbanking,Spotify,247.3,12.37,July
2023-07-01,Bills,CardTransaction,Mobile phone bill,94.16,4.71,July
2023-07-30,Healthcare,UPI,Pharmacy medication purchase,295.17,14.76,July
2023-07-03,Food,Online,Dinner at Italian restaurant,70.27,7.03,July
2023-07-10,Transportation,CardTransaction,Gas station refill,59.81,2.99,July
2023-07-06,Bills,Cash,Internet service provider charge,290.93,43.64,July
2023-07-03,Food,UPI,Coffee at cafe,465.66,23.28,July
2023-07-28,Entertainment,Cash,Streaming service subscription,220.34,33.05,July
2023-07-28,Food,Netbanking,Coffee at cafe,405.9,20.3,July
2023-07-05,Healthcare,Cash,Dental clinic payment,13.04,1.96,July
2023-07-11,Bills,Netbanking,Water utility bill,318.73,15.94,July
2023-07-18,Healthcare,UPI,Doctor consultation fee,457.89,22.89,July
2023-07-18,Healthcare,Online,Health insurance premium,127.16,12.72,July
2023-07-23,Subscriptions,CardTransaction,Spotify,75.62,3.78,July
2023-07-16,Bills,Online,Internet service provider charge,321.37,32.14,July
2023-07-22,Food,Cash,Pizza order,496.74,74.51,July
2023-07-28,Groceries,Netbanking,Dairy products,10.88,0.54,July
2023-07-17,Food,CardTransaction,Coffee at cafe,256.87,12.84,July
2023-07-17,Healthcare,Cash,Doctor consultation fee,236.14,35.42,July
2023-07-05,Entertainment,Online,Concert ticket purchase,347.93,34.79,July
2023-07-12,Bills,CardTransaction,Electricity bill payment,276.5,13.83,July
2023-07-13,Groceries,UPI,Cooking Essentials,114.85,5.74,July
2023-07-16,Subscriptions,CardTransaction,LinkedIn,376.61,18.83,July
2023-07-23,Groceries,Online,Snacks and Drinks,335.39,33.54,July
2023-07-12,Groceries,UPI,Kitchen items,298.13,14.91,July
2023-07-09,Subscriptions,UPI,Spotify,334.33,16.72,July
2023-07-30,Bills,CardTransaction,Internet service provider charge,471.28,23.56,July
2023-07-13,Groceries,Cash,Dairy products,221.12,33.17,July
2023-07-29,Healthcare,Cash,Dental clinic payment,458.41,68.76,July
2023-07-24,Healthcare,CardTransaction,Optician eyewear purchase,466.43,23.32,July
2023-07-21,Groceries,CardTransaction,Meat and fish,463.01,23.15,July
2023-07-03,Groceries,Netbanking,Dairy products,153.38,7.67,July
2023-07-10,Healthcare,Online,Optician eyewear purchase,218.11,21.81,July
2023-07-02,Bills,CardTransaction,Internet service provider charge,482.3,24.12,July
2023-07-29,Transportation,Online,Taxi fare,171.22,17.12,July
2023-07-21,Healthcare,Netbanking,Health insurance premium,359.82,17.99,July
